,title,title_count,title_split,levels,title_match,new_title,score
352,manager-compliance,6,compliance,manager,"(business intelligence competency center, 54)",business intelligence competency center,54.0
353,"manager, data architecture",6,data architecture,manager,"(data architecture, 100)",data architecture,100.0
354,management consultant,6,management consultant,,"(data management, 76)",data management,76.0
355,lead solution architect,6,lead solution architect,,"(data architect, 86)",data architect,86.0
356,lead consultant,6,lead consultant,,"(data, 45)",data,45.0
357,"it program manager, vp investment banking technology",6,program investment banking technology,manager vice president,"(data management, 48)",data management,48.0
358,iot,6,iot,,"(customer intelligence, 60)",customer intelligence,60.0
359,international reporting lead,6,international reporting lead,,"(information governance, 52)",information governance,52.0
361,information technology compliance specialist/manager,6,information technology compliance specialist,manager,"(information management, 86)",information management,86.0
362,information officer,6,information officer,,"(chief information officer, 95)",chief information officer,95.0
363,inforamtion/data architect,6,inforamtion data architect,,"(data, 90)",data,90.0
364,"head, information architecture",6,information architecture,head,"(information architect, 93)",information architect,93.0
365,head vendor management,6,vendor management,head,"(identity & access management, 86)",identity & access management,86.0
366,head of vendor management,6,vendor management,head,"(identity & access management, 86)",identity & access management,86.0
367,head of strategy & operations,6,strategy operations,head,"(master data governance, 54)",master data governance,54.0
368,head of securities processing / global custody technology,6,securities processing global custody technology,head,"(data scientist, 49)",data scientist,49.0
369,"head of information architecture, corporate and investment bank",6,information architecture corporate investment bank,head,"(information architect, 90)",information architect,90.0
370,head of information and data governance for commercial banking risk,6,information data governance commercial banking risk,head,"(data governance, 90)",data governance,90.0
371,head of enterprise architecture,6,enterprise architecture,head,"(enterprise architect, 93)",enterprise architect,93.0
372,head of design & engineering firmwide practices (uk),6,design engineering firmwide practices uk,head,"(analytics, 50)",analytics,50.0
373,head of business intelligence - consumer and community banking ccb,6,business intelligence consumer community banking ccb,head,"(business intelligence, 90)",business intelligence,90.0
374,global pricing project management office manager,6,global pricing project management office,manager,"(data management, 86)",data management,86.0
375,global pricing manager,6,global pricing,manager,"(data protection officer, 45)",data protection officer,45.0
376,"global head, instrument reference data operations",6,global instrument reference data operations,head,"(chief data officer, 86)",chief data officer,86.0
377,global head of security pricing & reference,6,global security pricing reference,head,"(data quality, 45)",data quality,45.0
378,global head of business demand and cross asset project management,6,global business demand cross asset project management,head,"(data management, 86)",data management,86.0
379,"general counsel,  chief compliance officer - global technology",6,general counsel chief compliance officer global technology,,"(chief data officer, 86)",chief data officer,86.0
380,fvp - technology group mgr,6,fvp technology group,manager,"(business intelligence competency center, 36)",business intelligence competency center,36.0
381,firmwide head of data strategy & governance,6,firmwide data strategy governance,head,"(chief data officer, 86)",chief data officer,86.0
382,firmwide chief data officer,6,firmwide chief data officer,,"(chief data officer, 90)",chief data officer,90.0
383,finance director,6,finance,director,"(data governance, 64)",data governance,64.0
384,executive sponsor,6,sponsor,executive,"(decision support, 52)",decision support,52.0
385,"executive manager (ceo, president, owner, vp, chairman, partner, gm)",6,chief officer owner chairman partner gm,executive manager executive president vice president,"(chief data officer, 86)",chief data officer,86.0
386,"executive director, sourcing and procurement services",6,sourcing procurement services,executive director,"(data services, 86)",data services,86.0
387,"executive director, lead architect",6,lead architect,executive director,"(information architect, 86)",information architect,86.0
388,"executive director, information management and governance",6,information management governance,executive director,"(information management, 90)",information management,90.0
389,"executive director, data management and analytics",6,data management analytics,executive director,"(data management, 90)",data management,90.0
390,"executive director, data governance lead - corporate & investment bank",6,data governance lead corporate investment bank,executive director,"(data governance, 90)",data governance,90.0
391,"executive director, cst data strategy program director; oversight & controls portfolio manager",6,cst data strategy program oversight controls portfolio,executive director director manager,"(chief data officer, 86)",chief data officer,86.0
392,"executive director, chief data office",6,chief data office,executive director,"(chief data officer, 97)",chief data officer,97.0
393,"executive director, business architect",6,business architect,executive director,"(business intelligence process, 86)",business intelligence process,86.0
394,"executive director, big data technologies, intelligent solutions",6,big data technologies intelligent solutions,executive director,"(big data, 90)",big data,90.0
