,leadid,title,eloquascorecard,title_split,temp,temp_level,temp_title,temp_score
267,00Q2000000WCtIO,"vice president, sr group manager",D4,vice president senior group manager,"(vp, nan, 63)",vp,,63
268,00Q2000000mMycV,data scientist manager,D4,data scientist manager,"(manager, data scientist, 75)",manager,data scientist,75
269,00Q2000000NIUik,consultants/system integrators,D4,consultants system integrators,"(consultant, nan, 51)",consultant,,51
270,00Q2000000qiW6e,project manager,A4,project manager,"(manager, nan, 58)",manager,,58
271,00Q2000000mMycW,sr business process manager,D4,senior business process manager,"(manager, nan, 58)",manager,,58
272,00Q2000000NIUiq,"dwarchitect, manager, analyst, business analyst",D4,data warehouse architect manager analyst business analyst,"(manager, data warehouse, 75)",manager,data warehouse,75
273,00Q2000000WCtHf,manager,C4,manager,"(manager, nan, 58)",manager,,58
274,00Q2000000mMycZ,multi disp sys eng,D4,multi disp system eng,"(nan, nan, 50)",,,50
275,00Q2000000mMyca,"director, stress test production",D4,director stress test production,"(director, nan, 60)",director,,60
276,00Q2000000ovVWx,architect,D4,architect,"(nan, nan, 50)",,,50
277,00Q2000000mMycb,data scientist,D4,data scientist,"(individual contributer, data scientist, 65)",individual contributer,data scientist,65
278,00Q2000000Sy3ka,sr. bi systems analyst,D4,senior business intelligence systems analyst,"(individual contributer, business intelligence, 70)",individual contributer,business intelligence,70
279,00Q2000000mMyfO,"vp, platform computing and data warehousing",D4,vp platform computing and data warehousing,"(vp, data, 68)",vp,data,68
280,00Q2000000Sy3kl,"director, data management/bi - enterprise solutions",D4,director data management business intelligence enterprise solutions,"(director, data management, 85)",director,data management,85
281,00Q2000000mMyfP,head of data architecture,D4,head of data architecture,"(department head, data architect, 80)",department head,data architect,80
282,00Q2000000Sy3l9,data architect,D4,data architect,"(individual contributer, data architect, 65)",individual contributer,data architect,65
283,00Q2000000mMyfQ,data engineer,D4,data engineer,"(individual contributer, data engineer, 65)",individual contributer,data engineer,65
284,00Q2000000dtNty,information security officer,D4,information security officer,"(nan, information, 57)",,information,57
285,00Q2000000Sy3lL,sr it architect,D4,senior it architect,"(individual contributer, nan, 53)",individual contributer,,53
286,00Q2000000mMyfR,data scientist,D4,data scientist,"(individual contributer, data scientist, 65)",individual contributer,data scientist,65
287,00Q2000000dtNtz,management,D4,management,"(nan, nan, 50)",,,50
288,00Q2000000Sy3lM,information architec,D4,information architec,"(nan, information, 57)",,information,57
289,00Q2000000mMyfS,bi qa lead,D4,business intelligence qa lead,"(manager, business intelligence, 80)",manager,business intelligence,80
290,00Q2000000dtNu0,nieuw epd,D4,nieuw epd,"(nan, nan, 50)",,,50
291,00Q2000000Sy3lo,gm,D4,gm,"(nan, nan, 50)",,,50
292,00Q2000000mMyfT,data warehouse production support manager,D4,data warehouse production support manager,"(manager, data warehouse, 75)",manager,data warehouse,75
293,00Q2000000dtNu1,business intelligence/data governance,D4,business intelligence data governance,"(individual contributer, data governance, 80)",individual contributer,data governance,80
294,00Q2000000Sy3lq,master data analyst,D4,master data analyst,"(individual contributer, master data, 60)",individual contributer,master data,60
295,00Q2000000mMygD,computational scientist,D4,computational scientist,"(nan, nan, 50)",,,50
296,00Q2000000dtNu2,concernstaf financiën,D4,concernstaf financi,"(nan, nan, 50)",,,50
297,00Q2000000o6zAZ,equipe efficiency,D4,equipe efficiency,"(nan, nan, 50)",,,50
298,00Q2000000mMygE,sys engr,D4,system engr,"(nan, nan, 50)",,,50
299,00Q2000000dtNu3,ict-support,D4,ict support,"(nan, nan, 50)",,,50
300,00Q2000000o6zAa,head of data & process for bnp cardif,D4,head of data process for bnp cardif,"(department head, data, 66)",department head,data,66
301,00Q2000000mMygF,technology analyst,D4,technology analyst,"(nan, nan, 50)",,,50
302,00Q2000000mMygG,professor and director big data center,D4,professor and director big data center,"(director, professor data, 35)",director,professor data,35
303,00Q2000000dtNu5,ifm fgb,D4,ifm fgb,"(nan, nan, 50)",,,50
304,00Q2000000o6zAc,chef de projet gouvernance,D4,chef de projet gouvernance,"(nan, nan, 50)",,,50
305,00Q2000000mMygH,senior systems engineer,D4,senior systems engineer,"(individual contributer, nan, 53)",individual contributer,,53
306,00Q2000000o6zAd,chief data officer,D4,chief data officer,"(individual contributer, chief data officer, 100)",individual contributer,chief data officer,100
307,00Q2000000mMygI,director and data and applications,D4,director and data and applications,"(director, data, 65)",director,data,65
308,00Q2000000dtNu7,business intelligence,D4,business intelligence,"(individual contributer, business intelligence, 70)",individual contributer,business intelligence,70
309,00Q2000000o6zAf,head of data,D4,head of data,"(department head, data, 66)",department head,data,66
310,00Q2000000mMygJ,sr technical manager,D4,senior technical manager,"(manager, nan, 58)",manager,,58
311,00Q2000000o6zAg,chief data officer,D4,chief data officer,"(individual contributer, chief data officer, 100)",individual contributer,chief data officer,100
312,00Q2000000mMygK,manager dw,D4,manager data warehouse,"(manager, data warehouse, 75)",manager,data warehouse,75
313,00Q2000000o6zAh,"responsable contrle, risques & oprations",D4,responsable contr le risques op rations,"(nan, nan, 50)",,,50
314,00Q2000000mMygL,data scientist,D4,data scientist,"(individual contributer, data scientist, 65)",individual contributer,data scientist,65
315,00Q2000000lStlo,senior enterprise architect,C4,senior enterprise architect,"(individual contributer, enterprise, 58)",individual contributer,enterprise,58
316,00Q2000000o6zAi,direction des risques groupe,D4,direction des risques groupe,"(director, nan, 60)",director,,60
317,00Q2000000mMygP,healthcore sr. advisor,D4,healthcore senior advisor,"(individual contributer, nan, 53)",individual contributer,,53
318,00Q2000000lStlp,enterprise architect,D4,enterprise architect,"(nan, enterprise, 55)",,enterprise,55
319,00Q2000000o6zAj,responsable qualit des donnes chez bpce,D4,responsable qualit des donn es chez bpce,"(nan, nan, 50)",,,50
320,00Q2000000mMygQ,senior software engineer,D4,senior software engineer,"(individual contributer, nan, 53)",individual contributer,,53
321,00Q2000000lStlq,senior vice president head of enterprise risk management,C4,senior vice president head of enterprise risk management,"(vp, risk management, 80)",vp,risk management,80
322,00Q2000000o6zAk,"head of it financial security, data retention program at crdit agricole corporate and investment ba",D4,head of it financial security data retention program at cr dit agricole corporate and investment business analyst,"(department head, business analyst, 70)",department head,business analyst,70
323,00Q2000000mMygR,sr. ops engineer,D4,senior ops engineer,"(individual contributer, nan, 53)",individual contributer,,53
324,00Q2000000dtNuA,ig en dermat,D4,ig en dermat,"(nan, nan, 50)",,,50
325,00Q2000000o6zAl,directeur du programme big data,D4,directeur du programme big data,"(director, big data, 70)",director,big data,70
326,00Q2000000mMygb,director,D4,director,"(director, nan, 60)",director,,60
327,00Q2000000o6zAm,responsable donnes produits,D4,responsable donn es produits,"(nan, nan, 50)",,,50
328,00Q2000000mMygc,vice president,D4,vice president,"(vp, nan, 63)",vp,,63
329,00Q2000000dtNuC,longziekten en tbc,D4,longziekten en tbc,"(nan, nan, 50)",,,50
330,00Q2000000o6zAn,chief quality officer,D4,chief quality officer,"(c-level, nan, 65)",c-level,,65
331,00Q2000000mMyge,"senior analyst, data science and advanced analytics",D4,senior analyst data science and advanced analytics,"(individual contributer, analytics, 70)",individual contributer,analytics,70
332,00Q2000000o6zAo,directeur conformit,D4,directeur conformit,"(director, nan, 60)",director,,60
333,00Q2000000nDjtH,information architect-big data,D4,information architect big data,"(individual contributer, information architect, 70)",individual contributer,information architect,70
334,00Q2000000o6zAp,cio crdit agricole,D4,chief information officer cr dit agricole,"(c-level, chief information officer, 85)",c-level,chief information officer,85
335,00Q2000000mMyYD,senior application specialist,D4,senior application specialist,"(individual contributer, nan, 53)",individual contributer,,53
336,00Q2000000o6zAq,head of moa,D4,head of moa,"(department head, nan, 61)",department head,,61
337,00Q2000000mMyYH,business systems mgr - bi,D4,business systems manager business intelligence,"(manager, business intelligence, 80)",manager,business intelligence,80
338,00Q2000000dtNuG,cbz,D4,cbz,"(nan, nan, 50)",,,50
339,00Q2000000o6zAr,head of architecture,D4,head of architecture,"(department head, nan, 61)",department head,,61
340,00Q2000000mMyYI,senior software engineer,D4,senior software engineer,"(individual contributer, nan, 53)",individual contributer,,53
341,00Q2000000dtNuH,ict projectenbureau,D4,ict projectenbureau,"(individual contributer, nan, 53)",individual contributer,,53
342,00Q2000000o6zAs,head of it & organization,D4,head of it organization,"(department head, nan, 61)",department head,,61
343,00Q2000000mMyYJ,senior data science architect,C4,senior data science architect,"(individual contributer, data science, 65)",individual contributer,data science,65
344,00Q2000000dtNuI,epidemiologie (tcc; fa41),D4,epidemiologie tcc,"(nan, nan, 50)",,,50
345,00Q2000000o6zAt,prsident,D4,pr sident,"(nan, nan, 50)",,,50
346,00Q2000000mMyYK,security data analytics advisor,D4,security data analytics advisor,"(consultant, analytics, 50)",consultant,analytics,50
347,00Q2000000dtNuJ,directie informatie technologie,D4,directie informatie technologie,"(director, nan, 60)",director,,60
348,00Q2000000o6zAu,head of data,D4,head of data,"(department head, data, 66)",department head,data,66
349,00Q2000000mMyYL,blogger,D4,blogger,"(nan, nan, 50)",,,50
350,00Q2000000dtNuK,umc staf,D4,umc staf,"(nan, nan, 50)",,,50
351,00Q2000000o6zAv,manager en charge de l'administration des donnes,D4,manager en charge de administration des donn es,"(manager, nan, 58)",manager,,58
352,00Q2000000mMyYP,principal software engineer,D4,principal software engineer,"(individual contributer, nan, 53)",individual contributer,,53
353,00Q2000000dtNuL,ict,D4,ict,"(nan, nan, 50)",,,50
354,00Q2000000o6zAw,responsable cellule donnes & changes,D4,responsable cellule donn es changes,"(nan, nan, 50)",,,50
355,00Q2000000mMyYQ,senior engineer,D4,senior engineer,"(individual contributer, nan, 53)",individual contributer,,53
356,00Q2000000dtNuM,databeheer,D4,databeheer,"(nan, data, 55)",,data,55
357,00Q2000000o6zAx,directeur de programme solvency ii,D4,directeur de programme solvency ii,"(director, solvency ii, 75)",director,solvency ii,75
358,00Q2000000mMyYT,director,C4,director,"(director, nan, 60)",director,,60
359,00Q2000000o6zAy,solvency ii expert,D4,solvency ii expert,"(nan, solvency ii, 65)",,solvency ii,65
360,00Q2000000mMyYU,chief architect,D4,chief architect,"(individual contributer, chief architect, 70)",individual contributer,chief architect,70
361,00Q2000000dtNuP,kenniskern bedrijfsinformatie,D4,kenniskern bedrijfsinformatie,"(nan, nan, 50)",,,50
362,00Q2000000o6zAz,chief risk & data officer,D4,chief risk data officer,"(c-level, data officer, 100)",c-level,data officer,100
363,00Q2000000mMyYV,vice president,D4,vice president,"(vp, nan, 63)",vp,,63
364,00Q2000000dtNuQ,sales,D4,sales,"(nan, sales, 10)",,sales,10
365,00Q2000000o6zB0,responsable p?le big data / vp program dama france,C4,responsable le big data vp program dama france,"(vp, big data, 73)",vp,big data,73
366,00Q2000000mMyYW,sr. director of enterprise data services,D4,senior director of enterprise data services,"(director, data services, 70)",director,data services,70
367,00Q2000000dtNuR,informatievoorziening/financiën,D4,informatievoorziening financi,"(nan, nan, 50)",,,50
368,00Q2000000o6zB1,cdo division produits grand public,D4,chief data officer division produits grand public,"(c-level, chief data officer, 100)",c-level,chief data officer,100
